url,content
https://sunway.edu.np/program/artificial-intelligence,Course Coordinator
https://sunway.edu.np/program/artificial-intelligence,Duration
https://sunway.edu.np/program/artificial-intelligence,Credits
https://sunway.edu.np/program/artificial-intelligence,Timing
https://sunway.edu.np/program/artificial-intelligence,Course Coordinator
https://sunway.edu.np/program/artificial-intelligence,Admission Eligibility
https://sunway.edu.np/program/artificial-intelligence,Computer Systems
https://sunway.edu.np/program/artificial-intelligence,Website Design and Development
https://sunway.edu.np/program/artificial-intelligence,Computer Programming
https://sunway.edu.np/program/artificial-intelligence,Data Structure and Algorithms
https://sunway.edu.np/program/artificial-intelligence,Innovation Project
https://sunway.edu.np/program/artificial-intelligence,Introduction to Artificial Intelligence
https://sunway.edu.np/program/artificial-intelligence,Non-Credit Sessions
https://sunway.edu.np/program/artificial-intelligence,Object Oriented Programming
https://sunway.edu.np/program/artificial-intelligence,Database and Web Application Development
https://sunway.edu.np/program/artificial-intelligence,Artificial Intelligence and Machine Learning
https://sunway.edu.np/program/artificial-intelligence,Cyber Security
https://sunway.edu.np/program/artificial-intelligence,Software Design
https://sunway.edu.np/program/artificial-intelligence,Data Management and Machine Learning Operations
https://sunway.edu.np/program/artificial-intelligence,Non-Credit Sessions
https://sunway.edu.np/program/artificial-intelligence,Professional Placement Year
https://sunway.edu.np/program/artificial-intelligence,Deep Neural Networks and Ethics
https://sunway.edu.np/program/artificial-intelligence,Modern Data Stores and Data Protection
https://sunway.edu.np/program/artificial-intelligence,Individual Honours Project
https://sunway.edu.np/program/artificial-intelligence,Natural Language Processing
https://sunway.edu.np/program/artificial-intelligence,Cloud Computing
https://sunway.edu.np/program/artificial-intelligence,Individual Honours Project
https://sunway.edu.np/program/artificial-intelligence,Admission Eligibility
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Duration
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Credits
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Timing
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Course Coordinator
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Duration
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Credits
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Timing
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Course Coordinator
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Admission Eligibility
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Computer Systems
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Website Design and Development
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Computer Programming
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Data Structure and Algorithms
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Innovation Project
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Introduction to Artificial Intelligence
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Non-Credit Sessions
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Object Oriented Programming
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Database and Web Application Development
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Artificial Intelligence and Machine Learning
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Cyber Security
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Software Design
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Data Management and Machine Learning Operations
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Non-Credit Sessions
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Professional Placement Year
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Deep Neural Networks and Ethics
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Modern Data Stores and Data Protection
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Individual Honours Project
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Natural Language Processing
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Cloud Computing
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Individual Honours Project
https://sunway.edu.np/program/ba-hons-marketing-digital-communication,Admission Eligibility
https://sunway.edu.np/career/vacancy-for-senior-lecturers,1. Education:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,2. Technical Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,3. Teaching/Industry Experience:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,4. Soft Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,5. Additional Requirements:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,1. Education:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,2. Technical Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,3. Research Experience:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,4. Teaching Experience:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,5.Industry Collaboration:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,6. Soft Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,7. Additional Requirements:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,1. Education:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,2. Technical Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,3. IoT Development Experience:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,4. Teaching Experience:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,5. Industry Knowledge:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,6. Soft Skills:
https://sunway.edu.np/career/vacancy-for-senior-lecturers,7. Additional Requirements:
